,UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,id
251,252,57,Female,United States,$52602.000,True,False,driver,Ural,tiktok,132,13.0.0,5855,Entertainment,4.0,2417.0.0,9,8.0.0,42.0,76:,Night,3.0.0,7,Habit,Smartphone,Android,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,252
252,253,18,Female,United States,$94658.000,True,True,Engineer,Ural,youtube,185,7.0.0,5319,Comedy,21.0,532.0.0,4,1.0.0,27.0,91:,Evening,6.0.0,4,Habit,Smartphone,Windows,3:45 PM,8.0.0,2.0.0,Atwork,Mobile-Data,253
253,254,28,Male,Philippines,$98112.000,True,True,driver,Rban,tiktok,91,5.0.0,2259,Gming,21.0,9090.0.0,3,1.0.0,40.0,69:,Afternoon,5.0.0,5,Habit,Smartphone,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,254
254,255,45,Female,Indonesia,$78067.000,True,True,Waiting staff,Ural,facebook,96,18.0.0,4383,Pranks,8.0,8167.0.0,2,4.0.0,41.0,37:,Afternoon,5.0.0,5,Procrastination,Tablet,iOS,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,255
255,256,42,Female,India,$47516.000,False,False,Labor/worker,Ural,youtube,234,8.0.0,1786,Vlogs,25.0,1469.0.0,1,7.0.0,18.0,27:,Afternoon,5.0.0,5,Habit,Smartphone,MacOS,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,256
256,257,40,Male,India,$21089.000,False,False,Engineer,Ural,instagram,25,17.0.0,7728,Life Hacks,7.0,9444.0.0,6,9.0.0,35.0,87:,Night,3.0.0,7,Procrastination,Smartphone,Windows,8:30 PM,5.0.0,5.0.0,Athome,Wi-Fi,257
257,258,48,Male,Philippines,$57346.000,True,False,engineer,Ural,youtube,172,1.0.0,296,Life Hacks,15.0,7292.0.0,2,16.0.0,49.0,33:,Evening,6.0.0,4,Boredom,Smartphone,Windows,3:45 PM,8.0.0,2.0.0,Commuting,Wi-Fi,258
258,259,47,Male,United States,$94663.000,True,True,Labor/worker,Ural,instagram,107,14.0.0,2598,ASMR,21.0,8961.0.0,8,5.0.0,15.0,68:,Evening,6.0.0,4,Habit,Smartphone,iOS,3:45 PM,8.0.0,2.0.0,Atschool,Wi-Fi,259
259,260,59,Male,United States,$30487.000,False,False,Waiting staff,Rban,youtube,165,17.0.0,681,Pranks,3.0,9025.0.0,6,2.0.0,27.0,59:,Evening,6.0.0,4,Boredom,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Atwork,Mobile-Data,260
260,261,52,Male,Meico,$20155.000,False,False,artist,Ural,instagram,11,10.0.0,4891,Entertainment,17.0,7142.0.0,5,28.0.0,17.0,64:,Evening,6.0.0,4,Habit,Smartphone,iOS,3:45 PM,8.0.0,2.0.0,Atschool,Wi-Fi,261
261,262,24,Male,Germany,$87494.000,True,False,students,Ural,facebook,178,12.0.0,4299,Pranks,11.0,6000.0.0,2,23.0.0,40.0,85:,Morning,8.0.0,2,Boredom,Smartphone,Windows,9:15 AM,10.0.0,0.0.0,Atwork,Mobile-Data,262
262,263,33,Other,Philippines,$96229.000,True,False,Driver,Ural,facebook,101,16.0.0,325,Life Hacks,9.0,7081.0.0,7,11.0.0,2.0,88:,Evening,6.0.0,4,Entertainment,Smartphone,Windows,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,263
263,264,43,Male,Vietnam,$58547.000,True,True,Labor/worker,Ural,facebook,190,14.0.0,7953,Entertainment,5.0,4649.0.0,2,18.0.0,49.0,44:,Morning,8.0.0,2,Entertainment,Tablet,Android,9:15 AM,10.0.0,0.0.0,Atschool,Wi-Fi,264
264,265,19,Male,India,$48795.000,False,False,students,Rban,youtube,240,16.0.0,987,Vlogs,25.0,6931.0.0,5,25.0.0,31.0,95:,Night,3.0.0,7,Procrastination,Computer,MacOS,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,265
265,266,18,Male,Meico,$75296.000,True,True,driver,Ural,facebook,157,8.0.0,3119,Pranks,10.0,3424.0.0,2,25.0.0,37.0,88:,Afternoon,5.0.0,5,Habit,Tablet,Android,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,266
266,267,29,Male,Pakistan,$41447.000,False,False,driver,Ural,tiktok,289,10.0.0,761,Jokes/Memes,15.0,1091.0.0,2,19.0.0,41.0,49:,Evening,6.0.0,4,Habit,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,267
267,268,22,Male,United States,$56598.000,True,True,artist,Rban,facebook,198,17.0.0,7759,Vlogs,28.0,9388.0.0,7,13.0.0,41.0,53:,Night,3.0.0,7,Habit,Tablet,iOS,8:30 PM,5.0.0,5.0.0,Atschool,Wi-Fi,268
268,269,54,Female,India,$61814.000,True,False,waiting staff,Rban,instagram,137,18.0.0,9229,Pranks,29.0,9852.0.0,9,24.0.0,34.0,74:,Night,3.0.0,7,Habit,Smartphone,MacOS,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,269
269,270,49,Female,India,$95330.000,True,True,Driver,Ural,instagram,16,16.0.0,907,Comedy,14.0,7849.0.0,5,11.0.0,34.0,49:,Evening,6.0.0,4,Boredom,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Athome,Wi-Fi,270
270,271,26,Male,India,$83278.000,True,False,labor/worker,Ural,instagram_,56,17.0.0,5500,ASMR,4.0,4654.0.0,7,20.0.0,3.0,66:,Afternoon,5.0.0,5,Entertainment,Smartphone,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,271
271,272,58,Other,Philippines,$75077.000,True,True,Driver,Ural,youtube,62,16.0.0,365,Gming,21.0,260.0.0,4,19.0.0,17.0,95:,Afternoon,5.0.0,5,Habit,Tablet,Android,6:05 PM,7.0.0,3.0.0,Athome,Mobile-Data,272
272,273,52,Other,United States,$91906.000,True,False,waiting staff,Ural,tiktok,196,19.0.0,7770,Pranks,20.0,5936.0.0,2,17.0.0,14.0,63:,Evening,6.0.0,4,Boredom,Tablet,MacOS,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,273
273,274,40,Male,Pakistan,$29528.000,False,True,waiting staff,Ural,facebook,47,8.0.0,3414,Comedy,2.0,9377.0.0,3,5.0.0,14.0,25:,Evening,6.0.0,4,Entertainment,Computer,Android,3:45 PM,8.0.0,2.0.0,Atwork,Wi-Fi,274
274,275,33,Female,Japan,$70100.000,True,False,labor/worker,Ural,tiktok,235,6.0.0,8028,Jokes/Memes,12.0,4370.0.0,2,13.0.0,46.0,4:,Evening,6.0.0,4,Entertainment,Tablet,iOS,3:45 PM,8.0.0,2.0.0,Commuting,Mobile-Data,275
275,276,20,Female,Germany,$28179.000,False,True,Driver,Ural,tiktok,62,6.0.0,7940,Pranks,1.0,4301.0.0,5,27.0.0,38.0,51:,Night,3.0.0,7,Entertainment,Smartphone,Android,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,276
276,277,37,Male,Brazil,$68781.000,True,True,Engineer,Ural,instagram,233,9.0.0,9262,Trends,24.0,7207.0.0,6,20.0.0,35.0,11:,Night,3.0.0,7,Entertainment,Smartphone,iOS,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,277
277,278,41,Other,Vietnam,$75267.000,True,True,labor/worker,Ural,instagram,163,4.0.0,3082,Vlogs,20.0,5819.0.0,7,1.0.0,1.0,17:,Afternoon,5.0.0,5,Entertainment,Tablet,iOS,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,278
278,279,50,Male,Pakistan,$43952.000,False,True,teacher,Ural,instagram,57,12.0.0,5449,Gming,5.0,9058.0.0,3,10.0.0,48.0,66:,Night,3.0.0,7,Habit,Tablet,Windows,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,279
279,280,41,Other,Brazil,$73798.000,True,True,cashier,Ural,youtube,156,12.0.0,3259,Vlogs,6.0,92.0.0,4,8.0.0,29.0,70:,Evening,6.0.0,4,Habit,Tablet,Android,3:45 PM,8.0.0,2.0.0,Atwork,Mobile-Data,280
280,281,40,Female,Philippines,$70939.000,True,True,waiting staff,Ural,tiktok,73,17.0.0,2108,Pranks,24.0,5161.0.0,8,24.0.0,4.0,73:,Morning,8.0.0,2,Boredom,Smartphone,Android,9:15 AM,10.0.0,0.0.0,Athome,Wi-Fi,281
281,282,25,Female,Brazil,$49516.000,False,True,students,Ural,tiktok,191,15.0.0,7929,Vlogs,11.0,7632.0.0,4,29.0.0,33.0,69:,Evening,6.0.0,4,Boredom,Tablet,Android,3:45 PM,8.0.0,2.0.0,Atwork,Wi-Fi,282
282,283,53,Male,Meico,$76526.000,True,True,Teacher,Ural,youtube,134,9.0.0,2934,Gming,8.0,9543.0.0,7,8.0.0,17.0,84:,Evening,6.0.0,4,Procrastination,Computer,iOS,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,283
283,284,55,Male,India,$30449.000,False,True,Labor/worker,Ural,youtube,188,7.0.0,2830,Trends,7.0,6208.0.0,6,19.0.0,28.0,29:,Evening,6.0.0,4,Boredom,Smartphone,iOS,3:45 PM,8.0.0,2.0.0,Commuting,Wi-Fi,284
284,285,57,Male,Pakistan,$70290.000,True,True,students,Rban,youtube,48,10.0.0,8634,Entertainment,4.0,8556.0.0,7,6.0.0,26.0,85:,Afternoon,5.0.0,5,Habit,Computer,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,285
285,286,37,Male,Philippines,$92954.000,True,True,Waiting staff,Ural,tiktok,269,16.0.0,5007,Vlogs,6.0,4916.0.0,1,12.0.0,8.0,73:,Evening,6.0.0,4,Entertainment,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,286
286,287,52,Male,Pakistan,$42746.000,False,False,Students,Ural,tiktok,12,12.0.0,1560,Vlogs,16.0,3718.0.0,3,28.0.0,34.0,92:,Evening,6.0.0,4,Habit,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,287
287,288,42,Female,Meico,$87990.000,True,True,waiting staff,Ural,instagram,73,7.0.0,1742,Jokes/Memes,20.0,6125.0.0,6,7.0.0,18.0,72:,Night,3.0.0,7,Procrastination,Smartphone,iOS,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,288
288,289,52,Male,United States,$78810.000,True,False,students,Ural,instagram,38,18.0.0,5831,Pranks,15.0,1924.0.0,3,16.0.0,31.0,95:,Night,3.0.0,7,Habit,Computer,MacOS,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,289
289,290,42,Female,United States,$35223.000,False,True,Labor/worker,Rban,tiktok,20,15.0.0,7524,Life Hacks,14.0,3095.0.0,7,9.0.0,27.0,20:,Afternoon,5.0.0,5,Entertainment,Tablet,iOS,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,290
290,291,46,Female,United States,$92237.000,True,False,Teacher,Ural,instagram,106,6.0.0,626,ASMR,23.0,6683.0.0,9,21.0.0,16.0,27:,Evening,6.0.0,4,Habit,Computer,Android,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,291
291,292,35,Female,Indonesia,$22597.000,False,True,Labor/worker,Rban,youtube,212,12.0.0,1691,Jokes/Memes,12.0,5181.0.0,3,25.0.0,10.0,8:,Night,3.0.0,7,Entertainment,Smartphone,Windows,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,292
292,293,63,Male,Brazil,$85677.000,True,False,waiting staff,Rban,facebook,30,11.0.0,8283,Trends,29.0,2538.0.0,1,22.0.0,40.0,85:,Evening,6.0.0,4,Habit,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Athome,Wi-Fi,293
293,294,35,Male,Indonesia,$22659.000,False,True,Students,Ural,instagram,48,3.0.0,6311,Jokes/Memes,12.0,9488.0.0,6,10.0.0,12.0,61:,Evening,6.0.0,4,Boredom,Smartphone,Windows,3:45 PM,8.0.0,2.0.0,Atschool,Wi-Fi,294
294,295,19,Female,India,$94567.000,True,False,waiting staff,Ural,tiktok_,232,2.0.0,3007,Jokes/Memes,16.0,2276.0.0,1,10.0.0,22.0,28:,Afternoon,5.0.0,5,Habit,Smartphone,Android,6:05 PM,7.0.0,3.0.0,Atwork,Wi-Fi,295
295,296,52,Male,Vietnam,$35037.000,False,True,Labor/worker,Ural,instagram,111,6.0.0,4303,Life Hacks,15.0,8194.0.0,1,10.0.0,16.0,87:,Afternoon,5.0.0,5,Habit,Computer,Android,6:05 PM,7.0.0,3.0.0,Atschool,Mobile-Data,296
296,297,33,Female,Meico,$66738.000,True,False,engineer,Ural,instagram,55,5.0.0,1089,Life Hacks,29.0,9945.0.0,8,20.0.0,12.0,70:,Night,3.0.0,7,Entertainment,Tablet,Android,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,297
297,298,58,Female,Philippines,$91678.000,True,True,engineer,Ural,instagram,75,18.0.0,6008,Trends,13.0,910.0.0,9,29.0.0,11.0,3:,Evening,6.0.0,4,Boredom,Tablet,Android,3:45 PM,8.0.0,2.0.0,Commuting,Mobile-Data,298
298,299,53,Male,Pakistan,$32109.000,False,True,Waiting staff,Ural,facebook,100,16.0.0,4612,Pranks,11.0,306.0.0,2,16.0.0,20.0,69:,Morning,8.0.0,2,Boredom,Tablet,Android,9:15 AM,10.0.0,0.0.0,Atwork,Wi-Fi,299
299,300,50,Female,Germany,$42010.000,False,True,Students,Ural,youtube,173,8.0.0,9373,Entertainment,17.0,6575.0.0,9,1.0.0,1.0,73:,Afternoon,5.0.0,5,Habit,Smartphone,Android,6:05 PM,7.0.0,3.0.0,Commuting,Wi-Fi,300
300,301,21,Female,Philippines,$28787.000,False,True,Waiting staff,Ural,tiktok,120,11.0.0,7929,Vlogs_,21.0,4231.0.0,5,17.0.0,27.0,7:,Afternoon,5.0.0,5,Entertainment,Smartphone,iOS,6:05 PM,7.0.0,3.0.0,Athome,Mobile-Data,301
301,302,50,Male,Brazil,$28472.000,False,False,engineer,Rban,facebook,132,10.0.0,4491,Vlogs,15.0,6028.0.0,8,26.0.0,3.0,60:,Afternoon,5.0.0,5,Habit,Smartphone,iOS,6:05 PM,7.0.0,3.0.0,Athome,Mobile-Data,302
302,303,31,Male,Indonesia,$43383.000,False,True,cashier,Ural,tiktok,202,12.0.0,8379,Jokes/Memes,14.0,6658.0.0,7,21.0.0,12.0,4:,Afternoon,5.0.0,5,Boredom,Computer,Android,6:05 PM,7.0.0,3.0.0,Atschool,Mobile-Data,303
303,304,38,Other,Indonesia,$81709.000,True,False,waiting staff,Ural,tiktok,108,6.0.0,1598,Gming,10.0,6336.0.0,7,29.0.0,30.0,5:,Evening,6.0.0,4,Boredom,Smartphone,iOS,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,304
304,305,37,Other,United States,$89785.000,True,True,Artist,Ural,tiktok,168,5.0.0,3748,Jokes/Memes,12.0,9630.0.0,4,14.0.0,9.0,11:,Evening,6.0.0,4,Boredom,Smartphone,iOS,3:45 PM,8.0.0,2.0.0,Atwork,Mobile-Data,305
305,306,25,Male,Indonesia,$54518.000,True,False,Waiting staff,Ural,facebook,112,9.0.0,2671,Life Hacks,16.0,872.0.0,2,19.0.0,37.0,15:,Night,3.0.0,7,Habit,Computer,iOS,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,306
306,307,24,Female,Vietnam,$73909.000,True,True,Driver,Ural,youtube,290,16.0.0,8432,Entertainment,15.0,1141.0.0,5,21.0.0,1.0,64:,Evening,6.0.0,4,Habit,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Atwork,Wi-Fi,307
307,308,20,Male,Japan,$38351.000,False,False,Students,Ural,tiktok,52,14.0.0,2581,Trends,10.0,665.0.0,3,21.0.0,42.0,98:,Morning,8.0.0,2,Entertainment,Smartphone,Android,9:15 AM,10.0.0,0.0.0,Athome,Wi-Fi,308
308,309,34,Female,Pakistan,$89624.000,True,True,engineer,Ural,youtube,93,8.0.0,7433,Jokes/Memes,4.0,8400.0.0,9,17.0.0,49.0,13:,Afternoon,5.0.0,5,Habit,Computer,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,309
309,310,50,Male,Japan,$73330.000,True,False,manager,Ural,youtube,200,19.0.0,8331,Jokes/Memes,27.0,951.0.0,6,14.0.0,4.0,7:,Morning,8.0.0,2,Entertainment,Smartphone,iOS,9:15 AM,10.0.0,0.0.0,Athome,Mobile-Data,310
310,311,29,Female,Pakistan,$35282.000,False,True,driver,Ural,instagram,60,14.0.0,2507,Trends,23.0,9249.0.0,1,8.0.0,15.0,6:,Night,3.0.0,7,Habit,Smartphone,Windows,8:30 PM,5.0.0,5.0.0,Atschool,Wi-Fi,311
311,312,39,Female,Meico,$41778.000,False,False,manager,Ural,facebook,219,7.0.0,4726,Trends,29.0,4722.0.0,3,21.0.0,27.0,56:,Night,3.0.0,7,Habit,Smartphone,Android,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,312
312,313,39,Other,Pakistan,$44264.000,False,True,students,Rban,facebook,135,5.0.0,4301,Jokes/Memes,9.0,4008.0.0,4,21.0.0,8.0,64:,Night,3.0.0,7,Habit,Smartphone,Android,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,313
313,314,63,Female,Japan,$79675.000,True,False,waiting staff,Ural,instagram,78,18.0.0,9942,Jokes/Memes,21.0,6655.0.0,9,9.0.0,23.0,50:,Evening,6.0.0,4,Boredom,Computer,MacOS,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,314
314,315,47,Male,Philippines,$25075.000,False,True,engineer,Ural,instagram,274,2.0.0,8760,Entertainment,20.0,6190.0.0,6,8.0.0,15.0,30:,Night,3.0.0,7,Procrastination,Smartphone,iOS,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,315
315,316,55,Female,Pakistan,$95948.000,True,False,teacher,Ural,youtube,267,11.0.0,7003,Gming,9.0,771.0.0,4,13.0.0,27.0,22:,Night,3.0.0,7,Entertainment,Computer,MacOS,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,316
316,317,55,Other,Meico,$68454.000,True,True,driver,Ural,tiktok,197,8.0.0,9074,Jokes/Memes,21.0,4030.0.0,1,17.0.0,31.0,25:,Afternoon,5.0.0,5,Boredom,Smartphone,MacOS,6:05 PM,7.0.0,3.0.0,Atschool,Wi-Fi,317
317,318,62,Male,Meico,$48365.000,False,False,students,Ural,facebook,239,1.0.0,6132,Entertainment,25.0,7859.0.0,8,19.0.0,39.0,28:,Night,3.0.0,7,Habit,Smartphone,Android,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,318
318,319,25,Other,India,$92766.000,True,True,waiting staff,Ural,tiktok,198,12.0.0,8832,Entertainment,24.0,521.0.0,2,28.0.0,47.0,84:,Afternoon,5.0.0,5,Boredom,Smartphone,MacOS,6:05 PM,7.0.0,3.0.0,Atwork,Wi-Fi,319
319,320,44,Male,Pakistan,$68200.000,True,True,driver,Rban,tiktok,19,2.0.0,4538,Entertainment,20.0,3355.0.0,8,7.0.0,8.0,39:,Afternoon,5.0.0,5,Entertainment,Smartphone,MacOS,6:05 PM,7.0.0,3.0.0,Atschool,Mobile-Data,320
320,321,44,Female,Germany,$31002.000,False,True,students,Ural,instagram,123,18.0.0,2336,Life Hacks,11.0,1400.0.0,6,17.0.0,30.0,67:,Morning,8.0.0,2,Entertainment,Smartphone,MacOS,9:15 AM,10.0.0,0.0.0,Atschool,Mobile-Data,321
321,322,51,Male,United States,$33947.000,False,True,engineer,Ural,tiktok,85,7.0.0,4322,Gming,11.0,3723.0.0,8,1.0.0,42.0,5:,Afternoon,5.0.0,5,Entertainment,Tablet,Android,6:05 PM,7.0.0,3.0.0,Athome,Mobile-Data,322
322,323,38,Male,United States,$99222.000,True,False,artist,Rban,youtube,173,17.0.0,2986,Comedy,7.0,6579.0.0,6,5.0.0,18.0,65:,Evening,6.0.0,4,Habit,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Commuting,Mobile-Data,323
323,324,47,Other,India,$98610.000,True,True,driver,Rban,instagram,94,14.0.0,560,Trends,21.0,3247.0.0,5,25.0.0,4.0,15:,Evening,6.0.0,4,Habit,Smartphone,iOS,3:45 PM,8.0.0,2.0.0,Commuting,Mobile-Data,324
324,325,50,Male,Meico,$72142.000,True,False,Manager,Rban,tiktok,58,7.0.0,714,ASMR,10.0,1858.0.0,5,6.0.0,47.0,90:,Afternoon,5.0.0,5,Entertainment,Smartphone,Windows,6:05 PM,7.0.0,3.0.0,Atschool,Wi-Fi,325
325,326,45,Female,India,$76307.000,True,True,manager,Rban,instagram,186,3.0.0,4594,Gming,4.0,4781.0.0,8,26.0.0,43.0,67:,Night,3.0.0,7,Habit,Computer,MacOS,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,326
326,327,64,Male,United States,$24493.000,False,False,Students,Ural,youtube,227,6.0.0,3989,Gming,5.0,4064.0.0,7,2.0.0,22.0,40:,Night,3.0.0,7,Entertainment,Tablet,MacOS,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,327
327,328,50,Male,Vietnam,$70085.000,True,True,manager,Ural,youtube,198,2.0.0,6204,ASMR,5.0,2398.0.0,8,27.0.0,3.0,98:,Afternoon,5.0.0,5,Boredom,Smartphone,Android,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,328
328,329,22,Male,Brazil,$54228.000,True,False,Students,Ural,tiktok,239,17.0.0,257,Gming,11.0,142.0.0,8,25.0.0,15.0,69:,Night,3.0.0,7,Habit,Smartphone,Windows,8:30 PM,5.0.0,5.0.0,Athome,Mobile-Data,329
329,330,36,Other,Pakistan,$99676.000,True,True,Students,Ural,instagram,264,12.0.0,8769,Jokes/Memes,9.0,5062.0.0,7,16.0.0,35.0,95:,Afternoon,5.0.0,5,Habit,Tablet,Android,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,330
330,331,21,Other,Japan,$71875.000,True,False,driver,Ural,tiktok,245,12.0.0,38,Jokes/Memes,28.0,3469.0.0,2,22.0.0,47.0,77:,Afternoon,5.0.0,5,Entertainment,Smartphone,iOS,6:05 PM,7.0.0,3.0.0,Atschool,Wi-Fi,331
331,332,52,Male,India,$51655.000,True,True,Waiting staff,Ural,tiktok,35,17.0.0,8653,Life Hacks,16.0,3695.0.0,9,5.0.0,38.0,43:,Afternoon,5.0.0,5,Entertainment,Tablet,iOS,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,332
332,333,34,Other,India,$63472.000,True,False,Students,Ural,instagram,81,10.0.0,9633,Vlogs,9.0,717.0.0,7,5.0.0,33.0,1:,Afternoon,5.0.0,5,Habit,Smartphone,Windows,6:05 PM,7.0.0,3.0.0,Atwork,Mobile-Data,333
333,334,61,Female,United States,$69437.000,True,True,Waiting staff,Ural,tiktok,270,3.0.0,1833,ASMR,22.0,642.0.0,6,12.0.0,14.0,22:,Evening,6.0.0,4,Entertainment,Smartphone,iOS,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,334
334,335,45,Female,Pakistan,$69416.000,True,False,driver,Ural,youtube,263,18.0.0,7601,ASMR,4.0,2548.0.0,9,3.0.0,48.0,62:,Night,3.0.0,7,Boredom,Smartphone,Android,8:30 PM,5.0.0,5.0.0,Atwork,Mobile-Data,335
335,336,47,Female,India,$79711.000,True,True,teacher,Ural,instagram,280,13.0.0,5168,Trends,2.0,8561.0.0,1,16.0.0,1.0,79:,Afternoon,5.0.0,5,Boredom,Tablet,Android,6:05 PM,7.0.0,3.0.0,Commuting,Mobile-Data,336
336,337,46,Male,Brazil,$26816.000,False,False,students,Rban,instagram,132,12.0.0,433,ASMR,14.0,3650.0.0,2,6.0.0,49.0,26:,Night,3.0.0,7,Procrastination,Tablet,Android,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,337
337,338,63,Male,India,$97175.000,True,True,Labor/worker,Ural,instagram,153,17.0.0,4152,Gming,3.0,7549.0.0,1,15.0.0,26.0,18:,Evening,6.0.0,4,Entertainment,Tablet,Android,3:45 PM,8.0.0,2.0.0,Athome,Mobile-Data,338
338,339,23,Female,United States,$84307.000,True,False,Students,Ural,instagram,266,4.0.0,6412,Life Hacks,18.0,8978.0.0,3,15.0.0,8.0,48:,Night,3.0.0,7,Boredom,Smartphone,iOS,8:30 PM,5.0.0,5.0.0,Athome,Wi-Fi,339
339,340,52,Male,India,$66733.000,True,True,labor/worker,Ural,tiktok,153,10.0.0,1752,Gming,21.0,949.0.0,5,29.0.0,16.0,9:,Evening,6.0.0,4,Habit,Smartphone,Windows,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,340
340,341,58,Male,India,$31240.000,False,True,engineer,Ural,tiktok,268,11.0.0,4998,Life Hacks,6.0,5444.0.0,1,16.0.0,38.0,1:,Morning,8.0.0,2,Boredom,Computer,iOS,9:15 AM,10.0.0,0.0.0,Atschool,Mobile-Data,341
341,342,54,Other,Vietnam,$91363.000,True,True,Students,Rban,youtube,56,6.0.0,5721,Entertainment,11.0,521.0.0,4,20.0.0,10.0,9:,Morning,8.0.0,2,Entertainment,Tablet,iOS,9:15 AM,10.0.0,0.0.0,Atschool,Mobile-Data,342
342,343,41,Female,India,$52762.000,True,True,Cashier,Rban,facebook,22,6.0.0,7617,ASMR,21.0,6632.0.0,8,13.0.0,42.0,23:,Morning,8.0.0,2,Habit,Computer,iOS,9:15 AM,10.0.0,0.0.0,Commuting,Mobile-Data,343
343,344,46,Male,India,$28259.000,False,False,driver,Rban,facebook,217,9.0.0,257,Vlogs,18.0,6048.0.0,6,12.0.0,37.0,45:,Evening,6.0.0,4,Entertainment,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Atschool,Wi-Fi,344
344,345,63,Female,Brazil,$70139.000,True,True,Labor/worker,Ural,youtube,244,15.0.0,672,Entertainment,12.0,354.0.0,1,10.0.0,26.0,2:,Evening,6.0.0,4,Boredom,Smartphone,MacOS,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,345
345,346,48,Female,United States,$34849.000,False,False,Engineer,Ural,facebook,158,2.0.0,490,ASMR,5.0,1482.0.0,1,14.0.0,28.0,14:,Night,3.0.0,7,Boredom,Computer,Android,8:30 PM,5.0.0,5.0.0,Athome,Wi-Fi,346
346,347,52,Male,India,$74869.000,True,True,Students,Ural,youtube,164,4.0.0,6890,Life Hacks,9.0,9839.0.0,3,2.0.0,12.0,38:,Evening,6.0.0,4,Habit,Smartphone,Android,3:45 PM,8.0.0,2.0.0,Atschool,Wi-Fi,347
347,348,50,Other,Indonesia,$83095.000,True,False,Waiting staff,Rban,tiktok,175,5.0.0,2097,Comedy,20.0,6994.0.0,8,29.0.0,20.0,40:,Evening,6.0.0,4,Boredom,Tablet,iOS,3:45 PM,8.0.0,2.0.0,Atschool,Mobile-Data,348
348,349,38,Female,United States,$90910.000,True,True,Engineer,Ural,instagram,99,17.0.0,1683,Life Hacks,28.0,2215.0.0,8,3.0.0,49.0,63:,Morning,8.0.0,2,Boredom,Smartphone,Android,9:15 AM,10.0.0,0.0.0,Atwork,Wi-Fi,349
349,350,49,Male,India,$43567.000,False,False,Labor/worker,Ural,instagram,195,8.0.0,2461,Life Hacks,26.0,4716.0.0,3,9.0.0,14.0,82:,Night,3.0.0,7,Entertainment,Smartphone,MacOS,8:30 PM,5.0.0,5.0.0,Atschool,Mobile-Data,350
